"","Survived","Pclass","Sex","Age","Embarked","Famsize","Fsize","Fare"
"1049","1","3","female",23,"S",1,"singleton",7.8542
"1050","0","1","male",42,"S",1,"singleton",26.55
"1051","1","3","female",26,"S",3,"small",13.775
"1052","1","3","female",22,"Q",1,"singleton",7.7333
"1053","0","3","male",7,"C",3,"small",15.2458
"1054","1","2","female",26,"S",1,"singleton",13.5
"1055","0","3","male",27,"S",1,"singleton",7
"1056","0","2","male",41,"S",1,"singleton",13
"1057","1","3","female",26,"S",3,"small",22.025
"1058","0","1","male",48,"C",1,"singleton",50.4958
"1059","0","3","male",18,"S",5,"large",34.375
"1060","1","1","female",43,"C",1,"singleton",27.7208
"1061","1","3","female",22,"S",1,"singleton",8.9625
"1062","0","3","male",24,"S",1,"singleton",7.55
"1063","0","3","male",27,"C",1,"singleton",7.225
"1064","0","3","male",23,"S",2,"small",13.9
"1065","0","3","male",20,"C",1,"singleton",7.2292
"1066","0","3","male",40,"S",7,"large",31.3875
"1067","1","2","female",15,"S",3,"small",39
"1068","1","2","female",20,"S",1,"singleton",36.75
"1069","0","1","male",54,"C",2,"small",55.4417
"1070","1","2","female",36,"S",4,"small",39
"1071","1","1","female",64,"C",3,"small",83.1583
"1072","0","2","male",30,"S",1,"singleton",13
"1073","0","1","male",37,"C",3,"small",83.1583
"1074","1","1","female",18,"S",2,"small",53.1
"1075","0","3","male",30.5,"Q",1,"singleton",7.75
"1076","1","1","female",27,"C",3,"small",247.5208
"1077","0","2","male",40,"S",1,"singleton",16
"1078","1","2","female",21,"S",2,"small",21
"1079","0","3","male",17,"S",3,"small",8.05
"1080","1","3","female",16,"S",11,"large",69.55
"1081","0","2","male",40,"S",1,"singleton",13
"1082","0","2","male",34,"S",2,"small",26
"1083","0","1","male",46,"S",1,"singleton",26
"1084","0","3","male",11.5,"S",3,"small",14.5
"1085","0","2","male",61,"Q",1,"singleton",12.35
"1086","0","2","male",8,"S",3,"small",32.5
"1087","0","3","male",33,"S",1,"singleton",7.8542
"1088","0","1","male",6,"C",3,"small",134.5
"1089","1","3","female",18,"S",1,"singleton",7.775
"1090","0","2","male",23,"S",1,"singleton",10.5
"1091","1","3","female",22,"S",1,"singleton",8.1125
"1092","1","3","female",26,"Q",1,"singleton",15.5
"1093","0","3","male",0.33,"S",3,"small",14.4
"1094","0","1","male",47,"C",2,"small",227.525
"1095","1","2","female",8,"S",3,"small",26
"1096","0","2","male",25,"S",1,"singleton",10.5
"1097","0","1","male",40,"C",1,"singleton",25.7417
"1098","1","3","female",35,"Q",1,"singleton",7.75
"1099","0","2","male",24,"S",1,"singleton",10.5
"1100","1","1","female",33,"C",1,"singleton",27.7208
"1101","0","3","male",25,"S",1,"singleton",7.8958
"1102","0","3","male",32,"S",1,"singleton",22.525
"1103","0","3","male",25,"S",1,"singleton",7.05
"1104","0","2","male",17,"S",1,"singleton",73.5
"1105","1","2","female",60,"S",2,"small",26
"1106","1","3","female",38,"S",7,"large",7.775
"1107","0","1","male",42,"S",1,"singleton",42.5
"1108","1","3","female",22,"Q",1,"singleton",7.8792
"1109","0","1","male",57,"S",3,"small",164.8667
"1110","1","1","female",50,"C",3,"small",211.5
"1111","0","3","male",24,"S",1,"singleton",8.05
"1112","1","2","female",30,"C",2,"small",13.8583
"1113","0","3","male",21,"S",1,"singleton",8.05
"1114","1","2","female",22,"S",1,"singleton",10.5
"1115","0","3","male",21,"S",1,"singleton",7.7958
"1116","1","1","female",53,"C",1,"singleton",27.4458
"1117","1","3","female",14.5,"C",3,"small",15.2458
"1118","0","3","male",23,"S",1,"singleton",7.7958
"1119","1","3","female",30.5,"Q",1,"singleton",7.75
"1120","0","3","male",40.5,"S",1,"singleton",15.1
"1121","0","2","male",36,"S",1,"singleton",13
"1122","0","2","male",14,"S",1,"singleton",65
"1123","1","1","female",21,"S",1,"singleton",26.55
"1124","0","3","male",21,"S",2,"small",6.4958
"1125","0","3","male",22,"Q",1,"singleton",7.8792
"1126","0","1","male",39,"C",2,"small",71.2833
"1127","0","3","male",20,"S",1,"singleton",7.8542
"1128","0","1","male",64,"C",2,"small",75.25
"1129","0","3","male",20,"C",1,"singleton",7.225
"1130","1","2","female",18,"S",3,"small",13
"1131","1","1","female",48,"C",2,"small",106.425
"1132","1","1","female",55,"C",1,"singleton",27.7208
"1133","1","2","female",45,"S",3,"small",30
"1134","0","1","male",45,"C",3,"small",134.5
"1135","0","3","male",28,"S",1,"singleton",7.8875
"1136","0","3","male",28,"S",4,"small",23.45
"1137","0","1","male",41,"S",2,"small",51.8625
"1138","1","2","female",22,"S",1,"singleton",21
"1139","0","2","male",42,"S",3,"small",32.5
"1140","1","2","female",29,"S",2,"small",26
"1141","1","3","female",18,"C",2,"small",14.4542
"1142","1","2","female",0.92,"S",4,"small",27.75
"1143","0","3","male",20,"S",1,"singleton",7.925
"1144","0","1","male",27,"C",2,"small",136.7792
"1145","0","3","male",24,"S",1,"singleton",9.325
"1146","0","3","male",32.5,"S",1,"singleton",9.5
"1147","0","3","male",24,"S",1,"singleton",7.55
"1148","0","3","male",30.5,"Q",1,"singleton",7.75
"1149","0","3","male",28,"S",1,"singleton",8.05
"1150","1","2","female",19,"S",1,"singleton",13
"1151","0","3","male",21,"S",1,"singleton",7.775
"1152","0","3","male",36.5,"S",2,"small",17.4
"1153","0","3","male",21,"S",1,"singleton",7.8542
"1154","1","2","female",29,"S",3,"small",23
"1155","1","3","female",1,"S",3,"small",12.1833
"1156","0","2","male",30,"C",1,"singleton",12.7375
"1157","0","3","male",28,"S",1,"singleton",7.8958
"1158","0","1","male",47,"S",1,"singleton",0
"1159","0","3","male",24,"S",1,"singleton",7.55
"1160","1","3","female",24,"S",1,"singleton",8.05
"1161","0","3","male",17,"S",1,"singleton",8.6625
"1162","0","1","male",46,"C",1,"singleton",75.2417
"1163","0","3","male",30.5,"Q",1,"singleton",7.75
"1164","1","1","female",26,"C",2,"small",136.7792
"1165","1","3","female",26,"Q",2,"small",15.5
"1166","0","3","male",26.5,"C",1,"singleton",7.225
"1167","1","2","female",20,"S",2,"small",26
"1168","0","2","male",28,"S",1,"singleton",10.5
"1169","0","2","male",40,"S",2,"small",26
"1170","0","2","male",30,"S",2,"small",21
"1171","0","2","male",22,"S",1,"singleton",10.5
"1172","1","3","female",23,"S",1,"singleton",8.6625
"1173","0","3","male",0.75,"S",3,"small",13.775
"1174","1","3","female",30.5,"Q",1,"singleton",7.75
"1175","1","3","female",9,"C",3,"small",15.2458
"1176","1","3","female",2,"S",3,"small",20.2125
"1177","0","3","male",36,"S",1,"singleton",7.25
"1178","0","3","male",22,"S",1,"singleton",7.25
"1179","0","1","male",24,"S",2,"small",82.2667
"1180","0","3","male",20,"C",1,"singleton",7.2292
"1181","0","3","male",24,"S",1,"singleton",8.05
"1182","0","1","male",47,"S",1,"singleton",39.6
"1183","1","3","female",30,"Q",1,"singleton",6.95
"1184","0","3","male",20,"C",1,"singleton",7.2292
"1185","0","1","male",53,"S",3,"small",81.8583
"1186","0","3","male",36,"S",1,"singleton",9.5
"1187","0","3","male",26,"S",1,"singleton",7.8958
"1188","1","2","female",1,"C",4,"small",41.5792
"1189","0","3","male",11,"C",3,"small",21.6792
"1190","0","1","male",30,"S",1,"singleton",45.5
"1191","0","3","male",29,"S",1,"singleton",7.8542
"1192","0","3","male",32,"S",1,"singleton",7.775
"1193","0","2","male",27,"C",1,"singleton",15.0458
"1194","0","2","male",43,"S",2,"small",21
"1195","0","3","male",24,"S",1,"singleton",8.6625
"1196","1","3","female",30.5,"Q",1,"singleton",7.75
"1197","1","1","female",64,"S",3,"small",26.55
"1198","0","1","male",30,"S",4,"small",151.55
"1199","0","3","male",0.83,"S",2,"small",9.35
"1200","0","1","male",55,"S",3,"small",93.5
"1201","1","3","female",45,"S",2,"small",14.1083
"1202","0","3","male",18,"S",1,"singleton",8.6625
"1203","0","3","male",22,"C",1,"singleton",7.225
"1204","0","3","male",24,"S",1,"singleton",7.575
"1205","1","3","female",37,"Q",1,"singleton",7.75
"1206","1","1","female",55,"C",1,"singleton",135.6333
"1207","1","3","female",17,"Q",1,"singleton",7.7333
"1208","0","1","male",57,"C",2,"small",146.5208
"1209","0","2","male",19,"S",1,"singleton",10.5
"1210","0","3","male",27,"S",1,"singleton",7.8542
"1211","0","2","male",22,"S",3,"small",31.5
"1212","0","3","male",26,"S",1,"singleton",7.775
"1213","0","3","male",25,"C",1,"singleton",7.2292
"1214","0","2","male",26,"S",1,"singleton",13
"1215","0","1","male",33,"S",1,"singleton",26.55
"1216","1","1","female",39,"S",1,"singleton",211.3375
"1217","0","3","male",23,"S",1,"singleton",7.05
"1218","1","2","female",12,"S",4,"small",39
"1219","0","1","male",46,"C",1,"singleton",79.2
"1220","0","2","male",29,"S",2,"small",26
"1221","0","2","male",21,"S",1,"singleton",13
"1222","1","2","female",48,"S",3,"small",36.75
"1223","0","1","male",39,"C",1,"singleton",29.7
"1224","0","3","male",26.5,"C",1,"singleton",7.225
"1225","1","3","female",19,"C",3,"small",15.7417
"1226","0","3","male",27,"S",1,"singleton",7.8958
"1227","0","1","male",30,"S",1,"singleton",26
"1228","0","2","male",32,"S",1,"singleton",13
"1229","0","3","male",39,"C",3,"small",7.2292
"1230","0","2","male",25,"S",1,"singleton",31.5
"1231","0","3","male",20,"C",1,"singleton",7.2292
"1232","0","2","male",18,"S",1,"singleton",10.5
"1233","0","3","male",32,"S",1,"singleton",7.5792
"1234","0","3","male",16,"S",11,"large",69.55
"1235","1","1","female",58,"C",2,"small",512.3292
"1236","0","3","male",40.5,"S",3,"small",14.5
"1237","1","3","female",16,"S",1,"singleton",7.65
"1238","0","2","male",26,"S",1,"singleton",13
"1239","1","3","female",38,"C",1,"singleton",7.2292
"1240","0","2","male",24,"S",1,"singleton",13.5
"1241","1","2","female",31,"S",1,"singleton",21
"1242","1","1","female",45,"C",2,"small",63.3583
"1243","0","2","male",25,"S",1,"singleton",10.5
"1244","0","2","male",18,"S",1,"singleton",73.5
"1245","0","2","male",49,"S",4,"small",65
"1246","1","3","female",0.17,"S",4,"small",20.575
"1247","0","1","male",50,"S",1,"singleton",26
"1248","1","1","female",59,"S",3,"small",51.4792
"1249","0","3","male",28,"S",1,"singleton",7.8792
"1250","0","3","male",30.5,"Q",1,"singleton",7.75
"1251","1","3","female",30,"S",2,"small",15.55
"1252","0","3","male",14.5,"S",11,"large",69.55
"1253","1","2","female",24,"C",3,"small",37.0042
"1254","1","2","female",31,"S",1,"singleton",21
"1255","0","3","male",27,"S",1,"singleton",8.6625
"1256","1","1","female",25,"C",2,"small",55.4417
"1257","1","3","female",16,"S",11,"large",69.55
"1258","0","3","male",18,"C",2,"small",14.4583
"1259","1","3","female",22,"S",1,"singleton",39.6875
"1260","1","1","female",45,"C",2,"small",59.4
"1261","0","2","male",29,"C",1,"singleton",13.8583
"1262","0","2","male",21,"S",2,"small",11.5
"1263","1","1","female",31,"C",1,"singleton",134.5
"1264","0","1","male",49,"S",1,"singleton",0
"1265","0","2","male",44,"S",1,"singleton",13
"1266","1","1","female",54,"S",3,"small",81.8583
"1267","1","1","female",45,"C",1,"singleton",262.375
"1268","1","3","female",22,"S",3,"small",8.6625
"1269","0","2","male",21,"S",1,"singleton",11.5
"1270","0","1","male",55,"S",1,"singleton",50
"1271","0","3","male",5,"S",7,"large",31.3875
"1272","0","3","male",30.5,"Q",1,"singleton",7.75
"1273","0","3","male",26,"Q",1,"singleton",7.8792
"1274","1","3","female",40.5,"S",1,"singleton",14.5
"1275","1","3","female",19,"S",2,"small",16.1
"1276","0","2","male",30,"S",1,"singleton",12.875
"1277","1","2","female",24,"S",4,"small",65
"1278","0","3","male",24,"S",1,"singleton",7.775
"1279","0","2","male",57,"S",1,"singleton",13
"1280","0","3","male",21,"Q",1,"singleton",7.75
"1281","0","3","male",6,"S",5,"large",21.075
"1282","0","1","male",23,"S",1,"singleton",93.5
"1283","1","1","female",51,"S",2,"small",39.4
"1284","0","3","male",13,"S",3,"small",20.25
"1285","0","2","male",47,"S",1,"singleton",10.5
"1286","0","3","male",29,"S",5,"large",22.025
"1287","1","1","female",18,"S",2,"small",60
"1288","0","3","male",24,"Q",1,"singleton",7.25
"1289","1","1","female",48,"C",3,"small",79.2
"1290","0","3","male",22,"S",1,"singleton",7.775
"1291","0","3","male",31,"Q",1,"singleton",7.7333
"1292","1","1","female",30,"S",1,"singleton",164.8667
"1293","0","2","male",38,"S",2,"small",21
"1294","1","1","female",22,"C",2,"small",59.4
"1295","0","1","male",17,"S",1,"singleton",47.1
"1296","0","1","male",43,"C",2,"small",27.7208
"1297","0","2","male",20,"C",1,"singleton",13.8625
"1298","0","2","male",23,"S",2,"small",10.5
"1299","0","1","male",50,"C",3,"small",211.5
"1300","1","3","female",22,"Q",1,"singleton",7.7208
"1301","1","3","female",3,"S",3,"small",13.775
"1302","1","3","female",30.5,"Q",1,"singleton",7.75
"1303","1","1","female",37,"Q",2,"small",90
"1304","1","3","female",28,"S",1,"singleton",7.775
"1305","0","3","male",24,"S",1,"singleton",8.05
"1306","1","1","female",39,"C",1,"singleton",108.9
"1307","0","3","male",38.5,"S",1,"singleton",7.25
"1308","0","3","male",24,"S",1,"singleton",8.05
"1309","0","3","male",11,"C",3,"small",22.3583
